actions_last_hour,actions_last_day,failed_actions_count,avg_action_interval_minutes,sensitive_actions_count,delete_operations_count,update_operations_count,create_operations_count,view_operations_count,unique_entity_types,consecutive_failures,privilege_level_changes,data_access_volume,ip_diversity_score,device_changes,hour_of_day,is_weekend,recent_actions,entity_types_accessed,is_suspicious,entity_diversity_score,unusual_time_score,action_velocity,risk_score_trend,anomaly_score
26,105,4,1.02513232891359,3,0,0,0,26,5,1,0,123,3.277278366726901,0,9,1,CREATE_BOOKING|VIEW_USER|VIEW_BOOKING|UPDATE_USER|VIEW_BOOKING|APPROVE_REFUND|VIEW_BOOKING|UPDATE_BOOKING|APPROVE_REFUND|VIEW_USER,INCIDENT|BOOKING|LOG|ROLE|VEHICLE,1,5.0,2,0.43333333333333335,0.85,1.3831835100180703
4,21,0,12.175949596252039,1,0,0,0,4,3,0,0,22,0.8368184742627315,0,14,0,VIEW_BOOKING|VIEW_ANALYTICS|UPDATE_USER|VIEW_USER,USER|DOCUMENT|USER,0,2.0,0,0.06666666666666667,0.15,0.2510455422788194
5,25,0,18.616794160608503,2,0,1,1,3,3,0,0,15,0.8232106503579557,0,17,0,VIEW_USER|GENERATE_REPORT|UPDATE_USER|UPDATE_BOOKING|UPDATE_USER,PERMISSION|LOG|REFUND,0,3.0,0,0.08333333333333333,0.3,0.2469631951073867
2,22,0,6.594532765936773,0,0,2,0,0,3,0,0,19,0.1284561535281843,0,8,0,UPDATE_VEHICLE|GENERATE_REPORT,LOG|LOG|PAYMENT,0,2.0,0,0.03333333333333333,0.0,0.03853684605845529
3,25,0,15.240164226358534,1,0,0,2,1,3,0,0,25,0.20428443026437726,0,11,0,GENERATE_REPORT|VIEW_USER|UPDATE_BOOKING,REFUND|BOOKING|BOOKING,0,2.0,0,0.05,0.15,0.061285329079313174
1,30,0,7.141826275880233,0,0,0,0,1,3,0,0,14,0.8916872575321049,0,12,0,CREATE_BOOKING,PERMISSION|DOCUMENT|PERMISSION,0,2.0,0,0.016666666666666666,0.0,0.26750617725963144
35,70,9,1.8217738202923404,5,0,1,0,34,8,1,0,90,2.108691488689605,1,12,0,VIEW_ANALYTICS|CREATE_BOOKING|VIEW_BOOKING|VIEW_ANALYTICS|VIEW_BOOKING|VIEW_DASHBOARD|CREATE_BOOKING|VIEW_DASHBOARD|VIEW_ALL_USERS|VIEW_BOOKING,USER|INCIDENT|BOOKING|PERMISSION|VEHICLE|ROLE|LOG|REFUND,1,8.0,0,0.5833333333333334,1.65,0.6326074466068815
6,29,1,16.13838917710783,2,1,2,4,0,3,1,0,17,0.6200367025451478,0,14,1,UPDATE_USER|GENERATE_REPORT|VIEW_ANALYTICS|GENERATE_REPORT|APPROVE_REFUND|CREATE_BOOKING,REFUND|PAYMENT|DOCUMENT,0,3.0,2,0.1,0.4,0.5860110107635443
9,21,0,31.13241266484039,1,0,2,2,5,2,0,0,24,0.3479653410254284,1,17,0,UPDATE_LISTING|UPDATE_BOOKING|VIEW_ANALYTICS|UPDATE_VEHICLE|UPDATE_VEHICLE|UPDATE_BOOKING|UPDATE_BOOKING|UPDATE_USER|GENERATE_REPORT,DOCUMENT|REFUND,0,2.0,0,0.15,0.15,0.10438960230762852
3,29,0,14.653528511415352,2,0,0,0,3,3,0,0,13,0.3492693985893135,0,11,0,GENERATE_REPORT|CREATE_VEHICLE|UPDATE_USER,VEHICLE|PERMISSION|BOOKING,0,3.0,0,0.05,0.3,0.10478081957679404
2,29,0,21.141893436021828,1,0,0,0,2,3,0,0,19,0.9254867578271263,0,12,1,UPDATE_USER|UPDATE_USER,PAYMENT|PERMISSION|DOCUMENT,0,3.0,2,0.03333333333333333,0.15,0.677646027348138
4,24,0,15.314577266184644,0,0,1,0,3,2,0,0,16,0.40205954868800053,0,11,0,UPDATE_VEHICLE|VIEW_USER|VIEW_BOOKING|UPDATE_USER,PAYMENT|VEHICLE,0,2.0,0,0.06666666666666667,0.0,0.12061786460640016
4,27,0,12.685829698003804,0,1,2,0,1,2,0,0,22,0.8577536364611646,0,16,0,GENERATE_REPORT|VIEW_USER|UPDATE_BOOKING|VIEW_ANALYTICS,INCIDENT|DOCUMENT,0,2.0,0,0.06666666666666667,0.0,0.2573260909383494
4,27,0,13.648476831396787,1,0,0,0,4,2,0,0,15,0.5628456216068644,0,11,0,CREATE_BOOKING|UPDATE_VEHICLE|CREATE_VEHICLE|UPDATE_LISTING,PAYMENT|VEHICLE,0,2.0,0,0.06666666666666667,0.15,0.1688536864820593
2,23,1,12.732570519594596,1,0,0,1,1,1,1,0,19,0.32535624519706685,1,16,0,UPDATE_BOOKING|VIEW_ANALYTICS,INCIDENT,0,1.0,0,0.03333333333333333,0.25,0.09760687355912005
3,20,0,18.753380364077536,1,0,1,1,1,1,0,0,19,0.9848217385616785,0,11,1,VIEW_BOOKING|CREATE_VEHICLE|VIEW_USER,LOG,0,1.0,2,0.05,0.15,0.6954465215685035
5,17,0,21.212811049269796,2,0,2,0,3,2,0,0,25,0.3087219278573399,0,13,0,CREATE_VEHICLE|GENERATE_REPORT|CREATE_BOOKING|VIEW_BOOKING|VIEW_DASHBOARD,INCIDENT|LOG,0,2.0,0,0.08333333333333333,0.3,0.09261657835720195
4,19,0,17.77038606843884,1,0,1,0,3,1,0,0,20,0.7023671346603721,0,12,0,CREATE_VEHICLE|APPROVE_REFUND|VIEW_USER|VIEW_BOOKING,ROLE,0,1.0,0,0.06666666666666667,0.15,0.21071014039811164
4,16,0,11.576186108524528,2,0,2,1,1,1,0,0,31,0.7186990132058056,0,16,0,VIEW_ANALYTICS|UPDATE_BOOKING|CREATE_BOOKING|VIEW_DASHBOARD,BOOKING,0,1.0,0,0.06666666666666667,0.3,0.2156097039617417
6,28,0,13.937793228632941,0,1,0,3,2,1,0,0,15,0.2818240514227075,0,13,0,UPDATE_BOOKING|VIEW_ANALYTICS|CREATE_VEHICLE|UPDATE_LISTING|VIEW_DASHBOARD|UPDATE_VEHICLE,PERMISSION,0,1.0,0,0.1,0.0,0.08454721542681225
16,136,3,2.5626768836384297,6,0,0,0,16,8,1,1,185,2.302058937845326,0,20,1,APPROVE_REFUND|VIEW_DASHBOARD|VIEW_BOOKING|VIEW_BOOKING|VIEW_BOOKING|UPDATE_LISTING|VIEW_BOOKING|VIEW_USER|UPDATE_USER|VIEW_BOOKING,LOG|INCIDENT|REFUND|USER|PERMISSION|ROLE|BOOKING|VEHICLE,1,8.0,2,0.26666666666666666,1.2,1.090617681353598
8,22,0,13.408261132909216,0,0,2,0,6,1,0,0,24,0.22944864002783727,0,10,1,VIEW_ANALYTICS|VIEW_DASHBOARD|VIEW_ANALYTICS|UPDATE_VEHICLE|CREATE_VEHICLE|VIEW_DASHBOARD|CREATE_VEHICLE|VIEW_DASHBOARD,INCIDENT,0,1.0,2,0.13333333333333333,0.0,0.4688345920083512
13,69,5,4.314670921319941,14,8,2,0,3,4,2,2,116,1.1189926067150484,0,16,1,DELETE_USER|DELETE_USER|UPDATE_LISTING|DELETE_USER|DELETE_USER|DELETE_VEHICLE|REVOKE_ACCESS|UPDATE_VEHICLE|DELETE_USER|DELETE_USER,REFUND|BOOKING|VEHICLE|LOG,1,4.0,2,0.21666666666666667,2.6,0.7356977820145145
2,18,0,13.109055438864893,1,0,1,0,1,1,0,0,23,0.7515809232096727,0,16,0,APPROVE_REFUND|UPDATE_USER,ROLE,0,1.0,0,0.03333333333333333,0.15,0.22547427696290182
5,27,0,14.839914831324261,1,0,3,1,1,2,0,0,21,0.017406151276487036,0,9,0,CREATE_VEHICLE|CREATE_VEHICLE|UPDATE_VEHICLE|VIEW_USER|CREATE_BOOKING,REFUND|ROLE,0,2.0,0,0.08333333333333333,0.15,0.005221845382946111
3,23,0,5.037802122576654,0,0,2,1,0,3,0,0,15,0.583514687777953,0,17,0,VIEW_USER|VIEW_ANALYTICS|GENERATE_REPORT,REFUND|VEHICLE|PAYMENT,0,3.0,0,0.05,0.0,0.1750544063333859
24,27,2,4.419288484458723,9,7,1,0,16,4,2,1,89,2.9292421518202585,1,17,0,DELETE_USER|REVOKE_ACCESS|CREATE_VEHICLE|DELETE_USER|DELETE_VEHICLE|MODIFY_SECURITY|REVOKE_ACCESS|DELETE_USER|UPDATE_LISTING|BULK_DELETE,PAYMENT|LOG|REFUND|USER,1,4.0,0,0.4,1.5499999999999998,0.8787726455460775
21,45,4,3.084770884610903,9,7,2,0,12,3,4,2,67,2.731902336142136,1,11,0,BULK_DELETE|DELETE_LOG|GRANT_ACCESS|BULK_DELETE|CHANGE_PASSWORD|DELETE_BOOKING|DELETE_VEHICLE|DELETE_BOOKING|DELETE_BOOKING|BULK_DELETE,REFUND|ROLE|DOCUMENT,1,3.0,0,0.35,1.75,0.8195707008426408
4,35,0,18.840051953896104,1,0,1,0,3,2,0,0,17,0.2665044341107533,0,17,0,CREATE_VEHICLE|GENERATE_REPORT|UPDATE_USER|UPDATE_VEHICLE,INCIDENT|USER,0,2.0,0,0.06666666666666667,0.15,0.079951330233226
5,27,0,16.790328108215558,1,1,2,0,2,1,0,0,14,0.8928856766884382,0,15,0,VIEW_ANALYTICS|UPDATE_LISTING|VIEW_USER|UPDATE_LISTING|CREATE_VEHICLE,BOOKING,0,1.0,0,0.08333333333333333,0.15,0.26786570300653145
7,24,0,10.507662543274924,1,0,1,0,6,1,0,0,23,0.5100370591230782,0,14,0,VIEW_DASHBOARD|UPDATE_LISTING|UPDATE_USER|APPROVE_REFUND|CREATE_BOOKING|UPDATE_LISTING|GENERATE_REPORT,PERMISSION,0,1.0,0,0.11666666666666667,0.15,0.15301111773692344
6,28,0,17.971973066486996,2,0,1,0,5,2,0,0,18,0.5553777263212896,0,17,0,APPROVE_REFUND|GENERATE_REPORT|UPDATE_VEHICLE|APPROVE_REFUND|CREATE_VEHICLE|VIEW_BOOKING,ROLE|INCIDENT,0,2.0,0,0.1,0.3,0.16661331789638686
4,30,0,9.83536286411599,2,1,2,2,0,3,0,0,20,0.2675152351282277,0,10,1,UPDATE_BOOKING|UPDATE_USER|VIEW_USER|UPDATE_BOOKING,BOOKING|LOG|LOG,0,2.0,2,0.06666666666666667,0.3,0.4802545705384683
9,17,1,12.711553019133746,2,0,3,1,5,1,1,0,19,0.24163154787249164,0,16,0,UPDATE_USER|VIEW_BOOKING|VIEW_DASHBOARD|UPDATE_USER|CREATE_BOOKING|VIEW_BOOKING|VIEW_ANALYTICS|UPDATE_USER|APPROVE_REFUND,ROLE,0,1.0,0,0.15,0.4,0.07248946436174748
21,64,11,6.353095142987172,12,1,5,4,11,3,7,3,47,2.0291843459947096,2,10,0,CREATE_VEHICLE|VIEW_BOOKING|SYSTEM_CONFIG|SYSTEM_CONFIG|CREDENTIAL_CHANGE|GRANT_ACCESS|REVOKE_ACCESS|CREDENTIAL_CHANGE|GRANT_ACCESS|CREATE_VEHICLE,DOCUMENT|LOG|PERMISSION,1,3.0,0,0.35,2.9,0.6087553037984129
3,24,0,17.641443393207027,1,0,1,1,1,3,0,0,24,0.6264949333307634,0,13,0,GENERATE_REPORT|APPROVE_REFUND|UPDATE_VEHICLE,VEHICLE|BOOKING|ROLE,0,3.0,0,0.05,0.15,0.18794847999922903
4,24,0,8.237502647466192,1,0,1,0,3,3,0,0,25,0.33318815413334046,0,10,0,UPDATE_USER|UPDATE_VEHICLE|UPDATE_USER|VIEW_ANALYTICS,BOOKING|DOCUMENT|LOG,0,3.0,0,0.06666666666666667,0.15,0.09995644624000213
3,32,0,14.598360409687757,2,0,1,0,2,1,0,0,21,0.8296518358733659,0,17,0,APPROVE_REFUND|UPDATE_USER|UPDATE_LISTING,BOOKING,0,1.0,0,0.05,0.3,0.24889555076200975
3,31,0,19.695796396851996,1,0,0,0,3,1,0,0,19,0.9067151848166511,0,12,0,CREATE_BOOKING|VIEW_ANALYTICS|UPDATE_USER,PERMISSION,0,1.0,0,0.05,0.15,0.2720145554449953
8,28,0,14.503060239476195,2,1,4,1,2,1,0,0,27,0.5651159229344587,0,8,0,CREATE_BOOKING|VIEW_BOOKING|UPDATE_VEHICLE|GENERATE_REPORT|CREATE_VEHICLE|VIEW_DASHBOARD|VIEW_DASHBOARD|VIEW_ANALYTICS,BOOKING,0,1.0,0,0.13333333333333333,0.3,0.1695347768803376
1,18,1,19.609961759964758,0,0,0,0,1,2,1,0,24,0.5237556376890651,0,14,0,GENERATE_REPORT,DOCUMENT|ROLE,0,2.0,0,0.016666666666666666,0.1,0.15712669130671952
22,40,3,1.0218970831463428,11,10,2,0,10,3,3,1,88,2.290943923488685,1,5,1,VIEW_BOOKING|UPDATE_ROLE|DELETE_USER|CREDENTIAL_CHANGE|BULK_DELETE|DELETE_VEHICLE|DELETE_USER|BULK_DELETE|DELETE_USER|UPDATE_USER,VEHICLE|PERMISSION|DOCUMENT,1,3.0,5,0.36666666666666664,1.95,1.6872831770466055
6,26,0,16.374045026497278,2,0,1,1,4,1,0,0,23,0.9284617035941859,0,11,0,VIEW_BOOKING|UPDATE_LISTING|UPDATE_BOOKING|APPROVE_REFUND|VIEW_BOOKING|UPDATE_USER,REFUND,0,1.0,0,0.1,0.3,0.2785385110782558
3,34,0,14.719171436564043,1,0,1,0,2,2,0,0,22,0.6759589201639167,1,8,0,VIEW_ANALYTICS|CREATE_BOOKING|APPROVE_REFUND,BOOKING|BOOKING,0,1.0,0,0.05,0.15,0.202787676049175
6,27,1,15.474178434857903,1,2,1,2,1,3,1,0,14,0.5244535764739483,1,15,1,VIEW_USER|VIEW_BOOKING|VIEW_ANALYTICS|VIEW_DASHBOARD|VIEW_BOOKING|CREATE_BOOKING,LOG|ROLE|REFUND,0,3.0,2,0.1,0.25,0.5573360729421846
4,27,0,20.829473544470257,1,0,0,2,2,1,0,0,15,0.6983253417942649,0,14,0,GENERATE_REPORT|UPDATE_LISTING|CREATE_BOOKING|CREATE_VEHICLE,PAYMENT,0,1.0,0,0.06666666666666667,0.15,0.20949760253827945
4,21,0,12.947244915904045,0,0,2,2,0,3,0,0,15,0.899552263039373,0,11,0,UPDATE_BOOKING|GENERATE_REPORT|VIEW_USER|VIEW_BOOKING,ROLE|REFUND|INCIDENT,0,3.0,0,0.06666666666666667,0.0,0.2698656789118119
5,30,0,8.200501592937133,2,0,0,1,4,3,0,0,28,0.028633486111431572,0,9,1,APPROVE_REFUND|GENERATE_REPORT|APPROVE_REFUND|CREATE_BOOKING|CREATE_VEHICLE,LOG|USER|PERMISSION,0,3.0,2,0.08333333333333333,0.3,0.4085900458334295
7,31,0,5.0,0,0,2,3,2,1,0,1,17,0.5627732548049023,0,13,1,VIEW_ANALYTICS|VIEW_USER|CREATE_BOOKING|UPDATE_VEHICLE|UPDATE_LISTING|UPDATE_BOOKING|UPDATE_BOOKING,LOG,0,1.0,2,0.11666666666666667,0.0,0.5688319764414707
3,28,0,19.183196347353462,0,0,1,0,2,3,0,1,29,0.9475230691333442,0,12,0,VIEW_USER|UPDATE_LISTING|UPDATE_BOOKING,PAYMENT|ROLE|DOCUMENT,0,3.0,0,0.05,0.0,0.28425692074000325
3,19,0,15.821898558157852,0,0,0,2,1,1,0,0,19,0.05456972631924317,0,11,0,VIEW_USER|UPDATE_BOOKING|CREATE_VEHICLE,USER,0,1.0,0,0.05,0.0,0.01637091789577295
2,25,0,16.28354921579488,1,0,1,0,1,1,0,0,15,0.9802084176200888,0,14,0,VIEW_ANALYTICS|VIEW_DASHBOARD,REFUND,0,1.0,0,0.03333333333333333,0.15,0.2940625252860266
3,28,0,16.15483858802624,1,1,1,0,1,1,0,0,15,0.24844766210572478,0,17,0,VIEW_USER|VIEW_ANALYTICS|APPROVE_REFUND,INCIDENT,0,1.0,0,0.05,0.15,0.07453429863171743
7,38,0,12.983816123621436,0,1,3,1,2,3,0,0,23,0.18728226065519415,0,8,0,VIEW_BOOKING|UPDATE_VEHICLE|VIEW_BOOKING|CREATE_BOOKING|VIEW_USER|VIEW_DASHBOARD|UPDATE_USER,REFUND|PAYMENT|BOOKING,0,3.0,0,0.11666666666666667,0.0,0.056184678196558244
1,26,0,8.943764841922897,0,0,0,1,0,3,0,0,24,0.04068975873227598,0,14,0,CREATE_VEHICLE,INCIDENT|REFUND|PERMISSION,0,3.0,0,0.016666666666666666,0.0,0.012206927619682794
4,24,0,14.890545753144059,3,1,1,1,1,2,0,0,24,0.41266030301726153,1,11,0,CREATE_VEHICLE|UPDATE_LISTING|UPDATE_VEHICLE|UPDATE_VEHICLE,VEHICLE|PAYMENT,0,2.0,0,0.06666666666666667,0.44999999999999996,0.12379809090517846
7,33,0,9.841657181678494,2,0,0,1,6,3,0,0,20,0.4624830116552451,0,9,0,UPDATE_USER|CREATE_VEHICLE|UPDATE_LISTING|GENERATE_REPORT|VIEW_BOOKING|VIEW_BOOKING|UPDATE_LISTING,INCIDENT|INCIDENT|REFUND,0,2.0,0,0.11666666666666667,0.3,0.1387449034965735
2,18,0,6.9873197412939625,1,0,1,0,1,3,0,0,21,0.3065502617913005,0,13,0,CREATE_BOOKING|CREATE_BOOKING,ROLE|PAYMENT|REFUND,0,3.0,0,0.03333333333333333,0.15,0.09196507853739015
78,247,21,1.2178540341917463,4,0,4,7,39,8,12,2,167,6.1998075003923825,5,15,0,EXPORT_USERS|APPROVE_REFUND|MODIFY_SECURITY|UPDATE_USER|CHANGE_PASSWORD|CREATE_BOOKING|EXPORT_USERS|BULK_DELETE|EXPORT_BOOKINGS|DELETE_BOOKING,ROLE|VEHICLE|PERMISSION|REFUND|INCIDENT|USER|PAYMENT|DOCUMENT,1,8.0,0,1.3,2.7,1.8599422501177147
83,279,19,1.3270003874319072,8,5,12,7,26,5,11,0,221,5.725586102401891,3,8,1,UPDATE_ROLE|DELETE_BOOKING|MODIFY_SECURITY|EXPORT_BOOKINGS|VIEW_ALL_USERS|EXPORT_VEHICLES|CREATE_BOOKING|DELETE_USER|UPDATE_LISTING|UPDATE_BOOKING,PAYMENT|PERMISSION|ROLE|INCIDENT|USER,1,5.0,2,1.3833333333333333,3.1,2.117675830720567
3,24,0,17.513718284890853,1,0,0,0,3,2,0,0,19,0.18391127483641512,1,15,0,UPDATE_USER|VIEW_USER|VIEW_BOOKING,REFUND|PERMISSION,0,2.0,0,0.05,0.15,0.055173382450924534
2,20,0,18.375077775364634,1,0,0,0,2,1,0,0,25,0.8635081082532103,0,12,0,VIEW_USER|CREATE_VEHICLE,DOCUMENT,0,1.0,0,0.03333333333333333,0.15,0.2590524324759631
2,20,0,17.837160834578963,0,0,0,0,2,2,0,0,18,0.7250027221823394,1,12,0,VIEW_USER|UPDATE_LISTING,LOG|REFUND,0,2.0,0,0.03333333333333333,0.0,0.2175008166547018
3,27,0,22.39098866273329,1,0,1,1,1,2,0,0,21,0.7287985466398315,0,12,0,VIEW_DASHBOARD|UPDATE_USER|VIEW_BOOKING,DOCUMENT|DOCUMENT,0,1.0,0,0.05,0.15,0.21863956399194942
2,31,0,12.395642505841293,1,0,1,0,1,2,0,0,19,0.7544434594222729,0,14,1,VIEW_USER|UPDATE_LISTING,ROLE|ROLE,0,1.0,2,0.03333333333333333,0.15,0.6263330378266818
56,192,27,0.5938383116903654,11,0,11,3,36,5,9,1,297,5.115482602641582,3,9,0,CREATE_BOOKING|SYSTEM_CONFIG|UPDATE_USER|EXPORT_DATA|DELETE_USER|UPDATE_USER|UPDATE_BOOKING|BULK_READ|GRANT_ACCESS|DOWNLOAD_LOGS,PERMISSION|INCIDENT|USER|BOOKING|LOG,1,5.0,4,0.9333333333333333,4.35,2.3346447807924746
3,22,0,15.984744265643489,0,1,1,1,0,3,0,0,19,0.6038813422335509,0,9,1,UPDATE_VEHICLE|VIEW_DASHBOARD|VIEW_BOOKING,PERMISSION|LOG|PAYMENT,0,3.0,2,0.05,0.0,0.5811644026700653
5,29,0,13.38962931197691,2,0,1,1,3,1,0,0,22,0.3156480583888486,1,9,0,APPROVE_REFUND|CREATE_BOOKING|CREATE_BOOKING|UPDATE_BOOKING|UPDATE_BOOKING,LOG,0,1.0,0,0.08333333333333333,0.3,0.09469441751665457
6,21,0,11.628749655690745,1,0,4,0,2,1,0,0,22,0.18844763865709924,0,12,0,CREATE_BOOKING|APPROVE_REFUND|GENERATE_REPORT|UPDATE_VEHICLE|VIEW_BOOKING|VIEW_USER,LOG,0,1.0,0,0.1,0.15,0.05653429159712977
4,26,0,20.654671412813563,1,0,0,0,4,3,0,0,21,0.6061704204876551,0,10,0,CREATE_BOOKING|CREATE_BOOKING|UPDATE_VEHICLE|UPDATE_LISTING,INCIDENT|PAYMENT|INCIDENT,0,2.0,0,0.06666666666666667,0.15,0.18185112614629653
7,26,0,24.697522579094638,2,0,3,3,1,3,0,1,25,0.36971090923627936,0,14,0,VIEW_ANALYTICS|UPDATE_USER|CREATE_BOOKING|GENERATE_REPORT|UPDATE_BOOKING|UPDATE_VEHICLE|UPDATE_LISTING,INCIDENT|PAYMENT|LOG,0,3.0,0,0.11666666666666667,0.3,0.11091327277088381
3,22,0,26.254897474991434,1,0,0,1,2,1,0,0,18,0.4724604917245715,0,9,1,UPDATE_LISTING|VIEW_BOOKING|VIEW_BOOKING,USER,0,1.0,2,0.05,0.15,0.5417381475173715
13,25,0,16.171395439232015,1,1,2,2,8,3,0,0,15,0.31494008113100713,1,12,0,UPDATE_USER|UPDATE_LISTING|VIEW_ANALYTICS|VIEW_DASHBOARD|UPDATE_LISTING|VIEW_USER|APPROVE_REFUND|CREATE_VEHICLE|UPDATE_LISTING|CREATE_BOOKING,REFUND|PERMISSION|PAYMENT,0,3.0,0,0.21666666666666667,0.15,0.09448202433930214
8,25,0,13.895593574997836,0,0,1,3,4,2,0,0,25,0.2310489866870159,0,15,0,CREATE_BOOKING|UPDATE_BOOKING|VIEW_USER|VIEW_USER|VIEW_BOOKING|VIEW_ANALYTICS|CREATE_BOOKING|VIEW_BOOKING,PERMISSION|USER,0,2.0,0,0.13333333333333333,0.0,0.06931469600610476
91,181,24,1.4350611184413535,3,7,6,8,29,7,7,0,253,4.281359033943984,4,5,0,VIEW_ANALYTICS|UPDATE_VEHICLE|MODIFY_SECURITY|VIEW_BOOKING|SYSTEM_CONFIG|VIEW_BOOKING|UPDATE_VEHICLE|EXPORT_DATA|DELETE_USER|BULK_DELETE,PAYMENT|VEHICLE|PERMISSION|LOG|USER|INCIDENT|REFUND,1,7.0,3,1.5166666666666666,2.8500000000000005,1.884407710183195
6,28,1,17.63623599545405,0,0,2,0,4,3,1,0,19,0.40512473418785033,0,8,1,CREATE_BOOKING|UPDATE_BOOKING|CREATE_BOOKING|CREATE_BOOKING|UPDATE_BOOKING|UPDATE_VEHICLE,DOCUMENT|PERMISSION|INCIDENT,0,3.0,2,0.1,0.1,0.5215374202563551
4,24,0,26.72863499217124,1,0,1,1,2,3,0,0,18,0.5313002625142689,0,16,0,VIEW_USER|UPDATE_LISTING|UPDATE_LISTING|CREATE_VEHICLE,DOCUMENT|PERMISSION|USER,0,3.0,0,0.06666666666666667,0.15,0.15939007875428066
59,194,27,0.19174718364206447,13,7,14,4,25,7,7,1,167,7.522926867115905,3,20,0,APPROVE_REFUND|GRANT_ACCESS|VIEW_USER|MODIFY_SECURITY|DELETE_USER|GENERATE_REPORT|MODIFY_SECURITY|APPROVE_REFUND|CHANGE_PASSWORD|GENERATE_REPORT,VEHICLE|INCIDENT|PERMISSION|USER|PAYMENT|BOOKING|ROLE,1,7.0,4,0.9833333333333333,4.65,3.056878060134771
4,29,1,20.02343494804684,0,0,0,0,4,2,1,0,9,0.39585882068591927,0,13,0,VIEW_ANALYTICS|VIEW_ANALYTICS|UPDATE_VEHICLE|CREATE_BOOKING,PERMISSION|ROLE,0,2.0,0,0.06666666666666667,0.1,0.11875764620577578
3,21,0,21.669384456918458,2,0,1,1,1,1,0,0,23,0.104734312683599,0,10,0,VIEW_BOOKING|UPDATE_LISTING|VIEW_DASHBOARD,DOCUMENT,0,1.0,0,0.05,0.3,0.0314202938050797
7,21,0,12.979316728937535,1,1,2,2,2,1,0,0,17,0.10401957364352843,0,11,0,VIEW_DASHBOARD|VIEW_DASHBOARD|APPROVE_REFUND|UPDATE_BOOKING|UPDATE_BOOKING|UPDATE_BOOKING|CREATE_BOOKING,PAYMENT,0,1.0,0,0.11666666666666667,0.15,0.03120587209305853
3,30,0,7.979993204394569,1,0,0,0,3,3,0,0,24,0.3384917218858666,1,14,0,APPROVE_REFUND|CREATE_BOOKING|UPDATE_USER,BOOKING|INCIDENT|VEHICLE,0,3.0,0,0.05,0.15,0.10154751656575998
2,28,0,13.517843245707148,0,0,0,0,2,1,0,0,19,0.4868444245677013,0,15,0,CREATE_BOOKING|VIEW_BOOKING,USER,0,1.0,0,0.03333333333333333,0.0,0.14605332737031038
3,22,0,11.959963296564045,0,0,0,0,3,2,0,0,13,0.4277269034054668,0,11,0,UPDATE_LISTING|CREATE_VEHICLE|UPDATE_VEHICLE,PAYMENT|PAYMENT,0,1.0,0,0.05,0.0,0.12831807102164003
3,36,0,16.718725180728967,0,0,1,0,2,1,0,0,21,0.10450840174057141,0,11,0,VIEW_BOOKING|VIEW_BOOKING|VIEW_ANALYTICS,REFUND,0,1.0,0,0.05,0.0,0.03135252052217142
5,32,0,12.538865439980501,2,0,2,0,3,3,0,0,15,0.4681884451453955,0,15,0,UPDATE_USER|APPROVE_REFUND|CREATE_BOOKING|GENERATE_REPORT|VIEW_BOOKING,PERMISSION|PERMISSION|VEHICLE,0,2.0,0,0.08333333333333333,0.3,0.14045653354361864
0,32,0,5.085708169927688,0,0,0,0,0,1,0,0,17,0.7239934896913259,0,10,0,,ROLE,0,1.0,0,0.0,0.0,0.21719804690739777
6,28,0,17.524074220524998,1,0,1,0,5,2,0,0,18,0.8340931804877144,0,12,0,VIEW_ANALYTICS|UPDATE_BOOKING|UPDATE_VEHICLE|VIEW_BOOKING|UPDATE_VEHICLE|UPDATE_VEHICLE,INCIDENT|BOOKING,0,2.0,0,0.1,0.15,0.2502279541463143
5,25,0,15.805871704214143,1,0,0,0,5,3,0,0,15,0.6267398665964397,0,16,0,UPDATE_BOOKING|GENERATE_REPORT|UPDATE_LISTING|VIEW_USER|VIEW_ANALYTICS,DOCUMENT|REFUND|INCIDENT,0,3.0,0,0.08333333333333333,0.15,0.1880219599789319
5,31,0,22.28784728745827,0,1,0,1,3,3,0,0,15,0.17042471806752957,0,9,0,UPDATE_BOOKING|VIEW_DASHBOARD|VIEW_USER|VIEW_BOOKING|VIEW_USER,DOCUMENT|DOCUMENT|VEHICLE,0,2.0,0,0.08333333333333333,0.0,0.05112741542025887
6,26,0,24.339995023235467,1,0,2,0,4,1,0,0,13,0.6050827066015996,0,8,0,GENERATE_REPORT|UPDATE_BOOKING|CREATE_BOOKING|UPDATE_LISTING|CREATE_VEHICLE|VIEW_USER,INCIDENT,0,1.0,0,0.1,0.15,0.18152481198047987
3,25,0,9.72858435272569,1,0,0,0,3,1,0,0,20,0.6250743056464129,0,16,0,UPDATE_BOOKING|VIEW_DASHBOARD|APPROVE_REFUND,DOCUMENT,0,1.0,0,0.05,0.15,0.18752229169392384
2,18,0,17.15208107785113,1,0,1,0,1,1,0,0,16,0.4401757693890199,0,11,0,VIEW_DASHBOARD|UPDATE_BOOKING,ROLE,0,1.0,0,0.03333333333333333,0.15,0.13205273081670596
3,21,0,18.68319721576809,1,0,1,0,2,3,0,0,13,0.7326450220259902,0,10,0,UPDATE_LISTING|APPROVE_REFUND|VIEW_BOOKING,REFUND|VEHICLE|USER,0,3.0,0,0.05,0.15,0.21979350660779706
