user_id,timestamp,failed_logins,logins_last_hour,bookings_last_hour,bookings_last_day,avg_booking_interval_minutes,card_declines,unique_cards_count,reported_mileage,gps_mileage,travel_speed_kmh,gps_jump_km,location_changes_last_hour,ip_changes_last_day,ip_country_match,vpn_detected,hour_of_day,is_weekend,mileage_discrepancy,is_fraud,fraud_type
user_0030,2026-01-21 05:56:44.994586,0,2,0,2,579,0,2,28,27,47,21,1,0,1,0,20,0,1,0,
user_0090,2026-01-21 13:56:44.969695,0,1,0,4,177,0,1,24,21,97,6,0,0,1,0,10,0,3,0,
user_0018,2026-01-24 18:56:45.066213,1,2,1,2,423,0,2,22,20,52,13,0,0,1,0,8,0,2,0,
user_0005,2026-01-23 23:56:45.055335,0,2,0,2,534,1,1,80,80,59,1,1,0,1,0,18,0,0,0,
user_0093,2026-01-25 16:56:44.969695,0,1,0,4,617,0,2,40,41,72,10,0,0,1,0,19,0,1,0,
user_0060,2026-01-21 23:56:45.029485,0,1,0,4,530,0,1,108,111,46,24,1,1,1,0,10,0,3,0,
user_0003,2026-01-24 01:56:45.046283,0,1,1,3,456,0,1,114,116,49,13,1,0,1,0,15,0,2,0,
user_0028,2026-01-20 14:56:45.054813,0,1,1,1,583,0,1,102,106,71,13,1,0,1,0,16,0,4,0,
user_0020,2026-01-23 05:56:45.066213,0,1,1,3,486,0,1,135,138,53,0,0,1,1,0,14,0,3,0,
user_0017,2026-01-21 16:56:45.066213,0,3,1,3,648,0,2,54,53,92,26,0,1,1,0,16,0,1,0,
user_0114,2026-01-22 12:56:45.035564,0,1,1,1,521,0,1,44,46,62,18,0,0,1,0,10,0,2,0,
user_0109,2026-01-22 06:56:45.045786,0,1,0,1,347,0,2,87,86,100,18,2,0,1,0,12,0,1,0,
user_0155,2026-01-22 12:56:45.138909,1,2,17,30,6,0,6,49,39,100,20,4,3,1,1,13,1,10,1,rapid_booking_fraud
user_0039,2026-01-22 13:56:45.035564,0,1,0,4,128,1,1,88,91,87,1,0,1,1,0,20,1,3,0,
user_0014,2026-01-19 18:56:45.029485,0,1,1,3,454,1,2,93,89,54,7,0,0,1,0,17,0,4,0,
user_0140,2026-01-20 02:56:45.008506,0,2,0,3,273,0,1,90,88,79,27,0,0,1,0,8,0,2,0,
user_0142,2026-01-21 12:56:45.008506,1,1,0,1,242,1,2,64,66,46,14,0,0,1,0,8,0,2,0,
user_0196,2026-01-24 06:56:45.145713,17,3,1,7,33,1,1,43,41,60,18,8,11,0,1,15,1,2,1,account_takeover
user_0111,2026-01-23 12:56:45.029485,1,2,2,1,136,0,1,39,41,66,17,0,0,1,0,7,0,2,0,
user_0158,2026-01-20 02:56:45.145713,1,2,19,37,9,0,2,45,36,95,78,2,3,1,0,4,0,9,1,rapid_booking_fraud
user_0094,2026-01-20 19:56:45.066213,0,2,0,4,483,0,1,86,81,80,27,2,0,1,0,10,0,5,0,
user_0085,2026-01-22 21:56:45.066213,0,3,1,4,203,0,1,64,60,55,3,0,0,1,0,10,0,4,0,
user_0001,2026-01-25 05:56:45.075563,0,1,0,1,614,0,1,112,108,97,2,0,0,1,0,20,0,4,0,
user_0134,2026-01-20 07:56:44.985927,1,2,0,2,224,0,1,132,132,55,5,0,0,1,0,21,1,0,0,
user_0073,2026-01-20 12:56:44.959731,1,1,0,1,458,0,1,59,57,107,1,0,0,1,0,13,0,2,0,
user_0137,2026-01-23 05:56:45.029485,0,2,0,4,567,1,1,115,110,78,24,1,0,1,0,7,0,5,0,
user_0072,2026-01-20 12:56:44.964753,0,2,2,1,309,0,1,81,76,56,20,2,0,1,0,19,0,5,0,
user_0033,2026-01-24 05:56:44.959731,0,1,1,4,582,0,1,25,28,87,19,0,0,1,0,16,0,3,0,
user_0013,2026-01-21 16:56:45.006465,0,2,1,4,348,0,2,101,99,98,3,2,0,1,0,20,0,2,0,
user_0161,2026-01-20 17:56:45.145713,0,1,1,5,271,1,1,294,71,92,17,2,1,1,0,17,1,223,1,mileage_fraud
user_0049,2026-01-20 06:56:44.985927,0,1,0,3,367,0,1,118,122,86,29,0,1,1,0,7,1,4,0,
user_0040,2026-01-21 08:56:45.055335,2,1,2,4,414,1,1,48,50,56,21,0,0,1,0,8,0,2,0,
user_0103,2026-01-20 07:56:44.969695,0,1,1,1,198,1,2,95,96,49,3,0,1,1,0,17,0,1,0,
user_0178,2026-01-25 09:56:45.138909,16,6,1,2,12,2,2,62,52,96,42,4,13,0,1,8,1,10,1,account_takeover
user_0035,2026-01-23 04:56:44.995605,1,1,1,2,432,0,1,138,142,82,8,1,1,1,0,11,0,4,0,
user_0007,2026-01-22 20:56:44.963747,0,2,2,2,658,0,1,51,49,51,16,1,2,1,0,12,1,2,0,
user_0015,2026-01-21 04:56:45.035564,0,1,0,2,315,1,2,121,125,90,16,2,1,1,0,19,0,4,0,
user_0006,2026-01-20 16:56:44.966117,0,2,0,2,145,0,1,139,140,97,20,2,1,1,0,9,0,1,0,
user_0114,2026-01-24 07:56:44.971704,0,3,0,2,390,0,1,76,80,44,14,1,1,1,0,7,0,4,0,
user_0061,2026-01-24 09:56:44.974719,1,1,0,4,297,0,1,112,113,90,25,1,0,1,0,22,1,1,0,
user_0145,2026-01-22 21:56:45.046283,0,1,2,1,567,1,1,49,52,104,20,1,0,1,0,15,0,3,0,
user_0023,2026-01-20 22:56:44.985927,1,1,0,1,455,0,1,63,59,53,21,1,0,1,0,18,1,4,0,
user_0056,2026-01-22 01:56:45.002922,0,1,0,2,696,0,1,76,76,61,3,0,0,1,0,10,0,0,0,
user_0069,2026-01-21 12:56:44.950153,1,1,2,4,684,0,1,137,141,41,29,0,0,1,0,11,0,4,0,
user_0193,2026-01-20 10:56:45.145713,0,2,5,37,1,1,5,85,83,105,40,7,0,1,1,20,0,2,1,rapid_booking_fraud
user_0028,2026-01-23 10:56:45.046283,0,2,0,4,201,1,2,47,50,85,15,1,0,1,0,16,0,3,0,
user_0087,2026-01-18 22:56:44.985927,1,1,1,2,330,0,2,147,146,59,6,0,1,1,0,18,0,1,0,
user_0122,2026-01-23 19:56:45.029485,0,2,0,4,375,0,1,38,36,93,21,0,1,1,0,19,0,2,0,
user_0032,2026-01-19 19:56:45.015553,1,2,1,3,247,0,1,75,71,72,5,0,0,1,0,10,0,4,0,
user_0113,2026-01-24 18:56:45.012524,1,1,1,3,548,0,1,51,46,89,12,0,0,1,0,9,0,5,0,
user_0139,2026-01-21 05:56:44.950153,0,1,1,3,338,0,2,78,76,70,20,0,1,1,0,18,0,2,0,
user_0112,2026-01-24 18:56:45.079867,0,1,1,2,642,0,2,79,83,54,25,0,2,1,0,11,1,4,0,
user_0004,2026-01-25 03:56:45.046283,0,2,1,1,660,0,1,138,136,40,7,0,0,1,0,22,1,2,0,
user_0193,2026-01-23 10:56:45.138909,1,3,13,12,13,3,5,75,81,55,35,4,2,1,1,2,0,6,1,rapid_booking_fraud
user_0178,2026-01-23 08:56:45.145713,0,2,2,4,155,0,1,255,86,59,38,0,1,1,0,13,1,169,1,mileage_fraud
user_0013,2026-01-25 06:56:44.974719,0,1,0,1,554,0,2,53,48,41,4,0,1,1,0,11,0,5,0,
user_0031,2026-01-23 00:56:45.029485,1,1,1,1,655,0,1,145,141,78,27,2,0,1,0,16,1,4,0,
user_0112,2026-01-20 12:56:45.046283,0,2,0,1,471,0,1,20,24,53,11,0,1,1,0,12,0,4,0,
user_0078,2026-01-22 13:56:45.055335,0,1,0,1,167,0,1,23,21,88,24,0,0,1,0,9,0,2,0,
user_0093,2026-01-24 15:56:44.975731,1,1,2,1,460,0,2,132,129,92,16,0,0,1,0,17,0,3,0,
user_0075,2026-01-22 19:56:45.046283,0,3,0,4,481,0,1,112,112,60,28,1,0,1,0,18,0,0,0,
user_0051,2026-01-23 00:56:45.085256,1,3,1,1,215,0,1,82,83,56,18,1,0,1,0,12,0,1,0,
user_0013,2026-01-21 12:56:45.066213,1,1,2,1,368,0,1,76,80,81,25,0,0,1,0,7,0,4,0,
user_0058,2026-01-19 03:56:45.055335,1,1,1,2,433,0,1,126,129,55,6,2,0,1,0,8,0,3,0,
user_0033,2026-01-23 20:56:45.015553,1,1,0,1,467,0,1,43,41,40,8,2,0,1,0,9,1,2,0,
user_0131,2026-01-21 01:56:44.985927,1,1,2,4,395,0,1,28,27,65,8,2,1,1,0,19,0,1,0,
user_0186,2026-01-23 16:56:45.138909,0,2,2,5,181,1,1,246,94,47,15,1,0,1,0,19,1,152,1,mileage_fraud
user_0012,2026-01-20 11:56:44.966117,0,1,1,2,478,0,1,27,31,54,3,1,0,1,0,22,0,4,0,
user_0007,2026-01-25 00:56:45.006465,1,2,0,4,538,0,1,121,118,72,4,1,0,1,0,10,0,3,0,
user_0052,2026-01-25 15:56:44.966117,1,3,0,3,686,0,1,50,52,89,17,1,0,1,0,21,0,2,0,
user_0073,2026-01-25 04:56:44.985927,0,1,1,4,216,0,1,85,82,86,6,1,0,1,0,16,1,3,0,
user_0167,2026-01-23 02:56:45.145713,0,1,2,10,44,13,6,45,52,89,53,2,3,0,0,3,1,7,1,payment_fraud
user_0189,2026-01-23 01:56:45.145713,0,2,1,2,275,1,1,221,87,57,30,2,1,1,0,8,1,134,1,mileage_fraud
user_0193,2026-01-25 04:56:45.156063,16,6,2,7,30,1,2,95,100,107,25,7,10,0,1,11,0,5,1,account_takeover
user_0199,2026-01-23 13:56:45.145713,1,1,2,3,236,1,1,279,59,46,37,2,1,1,0,14,0,220,1,mileage_fraud
user_0022,2026-01-22 11:56:44.979754,0,1,1,2,709,0,1,20,23,94,27,1,1,1,0,10,0,3,0,
user_0065,2026-01-19 23:56:44.954690,0,1,1,2,709,0,1,81,80,52,15,0,0,1,0,11,0,1,0,
user_0140,2026-01-20 18:56:44.981762,1,2,0,4,366,0,1,146,142,98,25,2,0,1,0,9,0,4,0,
user_0173,2026-01-19 15:56:45.145713,17,9,0,3,12,1,2,41,43,83,30,8,12,0,1,19,1,2,1,account_takeover
user_0113,2026-01-21 08:56:45.085256,0,3,1,4,185,0,1,108,110,69,29,0,0,1,0,10,0,2,0,
user_0061,2026-01-22 18:56:44.985927,0,2,0,4,438,0,1,110,107,68,8,0,0,1,0,9,0,3,0,
user_0022,2026-01-22 21:56:45.008506,1,2,1,4,296,0,2,58,55,80,18,1,0,1,0,16,0,3,0,
user_0054,2026-01-19 18:56:44.979754,0,1,1,2,297,0,1,118,120,83,29,0,0,1,0,10,0,2,0,
user_0108,2026-01-22 06:56:45.010515,1,2,1,1,666,0,2,102,102,94,28,0,1,1,0,9,0,0,0,
user_0117,2026-01-21 10:56:44.999631,1,1,1,4,305,1,1,28,31,62,29,0,0,1,0,13,1,3,0,
user_0053,2026-01-19 02:56:45.080876,1,1,1,3,284,0,2,79,76,100,0,0,1,1,0,7,1,3,0,
user_0117,2026-01-24 17:56:45.046283,0,3,0,2,250,0,1,20,21,59,8,0,0,1,0,19,1,1,0,
user_0104,2026-01-23 03:56:45.005479,0,3,1,2,514,1,1,40,38,105,11,0,0,1,0,22,0,2,0,
user_0133,2026-01-21 16:56:44.969695,0,1,0,4,229,0,1,79,78,101,22,0,1,1,0,15,0,1,0,
user_0089,2026-01-20 22:56:45.046283,0,1,0,2,623,0,2,30,28,79,26,0,0,1,0,7,0,2,0,
user_0018,2026-01-19 20:56:45.055335,0,1,1,1,312,1,2,70,74,99,25,1,1,1,0,15,1,4,0,
user_0012,2026-01-23 15:56:44.977746,1,1,0,4,662,0,1,141,138,47,19,0,0,1,0,14,0,3,0,
user_0070,2026-01-20 21:56:44.985927,0,2,0,1,381,0,1,38,35,80,18,0,1,1,0,8,0,3,0,
user_0133,2026-01-23 13:56:45.010515,1,2,2,2,595,0,1,95,94,93,21,0,1,1,0,8,0,1,0,
user_0016,2026-01-25 05:56:45.046283,0,1,2,1,303,0,1,141,140,97,11,0,0,1,0,14,0,1,0,
user_0006,2026-01-25 04:56:44.955704,0,1,1,3,326,0,1,101,99,96,2,1,0,1,0,10,0,2,0,
user_0028,2026-01-20 13:56:45.035564,0,2,0,2,331,0,2,50,45,62,0,1,1,1,0,21,1,5,0,
user_0005,2026-01-23 04:56:45.055335,1,2,0,2,521,0,1,123,118,90,20,0,0,1,0,8,0,5,0,
user_0174,2026-01-20 23:56:45.156063,0,1,4,8,78,0,1,142,138,398,673,6,7,1,1,7,0,4,1,gps_spoofing
user_0145,2026-01-21 03:56:44.957723,0,1,0,4,434,0,1,98,95,102,19,0,0,1,0,11,0,3,0,
user_0072,2026-01-20 05:56:44.977746,0,1,1,1,157,0,1,50,47,99,8,1,0,1,0,9,0,3,0,
user_0108,2026-01-22 04:56:45.044721,0,3,2,3,229,0,1,93,88,56,21,1,0,1,0,15,0,5,0,
user_0131,2026-01-21 17:56:44.961739,0,1,1,1,174,0,1,52,55,76,6,1,0,1,0,9,0,3,0,
user_0013,2026-01-22 21:56:45.015553,0,1,1,2,461,0,1,57,54,84,21,0,2,1,0,7,0,3,0,
user_0189,2026-01-23 05:56:45.145713,0,1,4,9,41,9,9,34,39,52,46,0,2,0,1,11,0,5,1,payment_fraud
user_0154,2026-01-23 23:56:45.145713,2,2,3,4,143,0,1,144,152,360,484,8,2,1,1,22,0,8,1,gps_spoofing
user_0104,2026-01-22 10:56:45.015553,1,1,1,2,481,0,1,63,61,67,4,0,0,1,0,16,0,2,0,
user_0157,2026-01-22 11:56:45.145713,1,4,15,15,8,1,7,25,15,82,69,2,4,1,0,8,0,10,1,rapid_booking_fraud
user_0077,2026-01-22 00:56:45.026456,1,1,0,3,603,0,2,80,84,84,9,1,0,1,0,18,0,4,0,
user_0152,2026-01-24 23:56:45.145713,1,2,16,35,1,0,5,38,30,58,89,3,4,1,1,8,0,8,1,rapid_booking_fraud
user_0176,2026-01-18 21:56:45.145713,1,4,12,35,10,0,2,56,61,139,95,2,4,0,0,22,0,5,1,rapid_booking_fraud
user_0040,2026-01-24 02:56:45.035564,1,1,1,4,284,0,1,108,107,78,9,0,0,1,0,11,0,1,0,
user_0083,2026-01-21 23:56:45.012524,0,1,1,1,159,0,1,107,109,69,18,1,0,1,0,14,0,2,0,
user_0002,2026-01-20 04:56:45.014537,1,1,0,1,297,0,1,112,109,69,11,2,0,1,0,17,1,3,0,
user_0141,2026-01-20 22:56:44.959731,0,1,0,4,530,0,1,58,58,53,8,1,0,1,0,17,0,0,0,
user_0059,2026-01-20 16:56:44.995605,0,1,0,4,209,0,1,125,126,92,2,1,1,1,0,19,0,1,0,
user_0138,2026-01-20 22:56:45.066213,0,3,1,4,377,0,1,148,143,98,7,0,0,1,0,7,0,5,0,
user_0137,2026-01-23 09:56:44.971704,0,2,0,4,413,0,1,101,101,95,4,0,0,1,0,20,0,0,0,
user_0031,2026-01-21 02:56:45.015553,0,1,1,1,595,0,1,40,39,94,2,0,1,1,0,7,0,1,0,
user_0109,2026-01-19 19:56:45.008506,1,2,2,1,336,0,1,38,40,64,9,2,0,1,0,7,0,2,0,
user_0142,2026-01-25 03:56:45.008506,0,2,1,1,265,0,1,131,133,103,27,0,0,1,0,20,0,2,0,
user_0177,2026-01-22 08:56:45.145713,2,2,4,3,150,0,2,77,73,255,781,13,2,1,1,6,0,4,1,gps_spoofing
user_0083,2026-01-24 21:56:45.074542,0,1,0,3,400,0,1,66,66,77,26,0,0,1,0,17,0,0,0,
user_0171,2026-01-22 04:56:45.138909,0,3,2,9,97,2,2,58,51,265,617,13,2,0,0,9,1,7,1,gps_spoofing
user_0186,2026-01-22 18:56:45.156063,4,1,5,3,59,5,7,54,60,67,49,2,2,1,0,11,0,6,1,payment_fraud
user_0053,2026-01-19 20:56:44.985927,0,1,2,3,200,0,1,59,59,47,21,0,0,1,0,16,0,0,0,
user_0041,2026-01-22 02:56:45.010515,0,1,0,4,508,0,1,50,51,89,15,0,0,1,0,14,0,1,0,
user_0057,2026-01-21 12:56:45.066213,1,1,1,3,142,0,1,149,144,82,6,1,1,1,0,17,0,5,0,
user_0039,2026-01-24 11:56:45.079867,0,1,0,4,298,0,1,45,46,53,13,1,0,1,0,22,0,1,0,
user_0110,2026-01-24 07:56:45.046283,0,1,1,1,358,0,1,102,98,66,22,0,0,1,0,16,0,4,0,
user_0051,2026-01-21 00:56:45.075563,2,1,0,1,645,0,1,99,98,98,21,0,0,1,0,21,0,1,0,
user_0112,2026-01-21 14:56:45.080876,0,2,0,1,415,0,1,106,107,100,15,0,0,1,0,7,0,1,0,
user_0097,2026-01-24 05:56:45.055335,0,1,0,1,464,0,1,31,34,47,10,1,0,1,0,19,0,3,0,
user_0147,2026-01-24 08:56:45.029485,0,1,0,4,352,0,1,23,19,73,28,1,0,1,0,19,0,4,0,
user_0082,2026-01-20 21:56:45.029485,0,1,0,4,660,0,1,129,128,109,0,1,2,1,0,13,0,1,0,
user_0076,2026-01-22 17:56:45.046283,0,2,0,2,601,0,1,105,104,63,3,1,1,1,0,13,0,1,0,
user_0184,2026-01-25 02:56:45.145713,0,2,1,7,90,1,2,60,58,260,697,8,5,0,1,7,0,2,1,gps_spoofing
user_0034,2026-01-21 05:56:45.086145,0,3,1,3,713,0,1,52,49,69,1,1,0,1,0,9,0,3,0,
user_0139,2026-01-20 06:56:45.012524,0,2,2,3,545,0,1,143,140,41,6,0,0,1,0,11,0,3,0,
user_0096,2026-01-25 07:56:45.002922,2,1,0,1,567,0,1,90,93,70,13,0,0,1,0,8,0,3,0,
user_0117,2026-01-24 05:56:44.950153,0,3,1,2,700,0,2,55,53,64,4,0,1,1,0,20,0,2,0,
user_0124,2026-01-22 12:56:44.999631,1,1,0,1,129,0,1,139,142,46,13,0,0,1,0,16,0,3,0,
user_0144,2026-01-22 01:56:45.026456,1,1,0,4,269,0,1,24,20,75,12,0,0,1,0,7,0,4,0,
user_0131,2026-01-22 02:56:44.950153,0,2,0,2,473,0,1,104,102,102,11,1,0,1,0,11,0,2,0,
user_0026,2026-01-24 13:56:44.964753,0,1,1,2,692,0,1,62,59,85,9,0,0,1,0,21,0,3,0,
user_0037,2026-01-25 01:56:44.959731,0,2,0,4,522,0,2,125,121,87,14,1,0,1,0,19,0,4,0,
user_0083,2026-01-23 20:56:45.066213,0,2,1,2,627,1,1,52,47,82,29,0,0,1,0,12,1,5,0,
user_0005,2026-01-22 21:56:45.046283,0,1,0,1,515,1,1,143,142,109,11,0,1,1,0,20,1,1,0,
user_0102,2026-01-21 02:56:45.025729,0,2,2,2,200,0,1,44,41,57,15,0,0,1,0,21,1,3,0,
user_0162,2026-01-22 22:56:45.138909,2,3,4,4,62,0,1,64,57,224,729,13,2,1,0,22,1,7,1,gps_spoofing
user_0116,2026-01-21 17:56:44.966117,0,1,0,4,541,0,1,50,47,100,2,0,0,1,0,15,0,3,0,
user_0148,2026-01-20 15:56:44.955704,0,1,1,3,564,0,1,50,50,66,3,1,0,1,0,15,0,0,0,
user_0003,2026-01-20 15:56:45.002922,1,1,0,4,279,0,1,125,125,48,20,0,1,1,0,12,0,0,0,
user_0002,2026-01-25 07:56:45.046283,0,3,0,1,329,0,1,33,34,51,7,0,0,1,0,18,0,1,0,
user_0022,2026-01-19 04:56:45.080876,2,1,0,1,420,0,1,37,41,50,24,0,1,1,0,16,0,4,0,
user_0199,2026-01-22 04:56:45.145713,8,4,2,5,18,2,1,95,93,89,25,4,4,0,0,0,1,2,1,account_takeover
user_0180,2026-01-19 20:56:45.138909,0,2,2,5,147,1,1,287,119,72,16,0,0,1,0,17,1,168,1,mileage_fraud
user_0151,2026-01-23 04:56:45.145713,0,1,1,4,97,0,1,250,104,46,31,0,1,1,0,11,1,146,1,mileage_fraud
user_0191,2026-01-21 10:56:45.138909,0,1,1,1,244,0,1,279,114,103,34,0,1,1,0,22,1,165,1,mileage_fraud
user_0124,2026-01-22 07:56:44.999631,0,1,1,4,176,0,1,137,138,93,21,0,0,1,0,17,0,1,0,
user_0164,2026-01-22 06:56:45.155272,2,2,1,8,61,2,2,74,72,301,377,11,5,1,1,6,0,2,1,gps_spoofing
user_0007,2026-01-23 06:56:45.029485,0,3,1,1,128,0,2,117,116,84,8,0,0,1,0,17,0,1,0,
user_0023,2026-01-21 06:56:45.075563,0,3,1,1,334,1,2,78,79,47,9,0,0,1,0,22,0,1,0,
user_0075,2026-01-20 02:56:44.953684,0,1,1,4,244,0,2,31,34,80,15,1,1,1,0,21,0,3,0,
user_0084,2026-01-21 03:56:44.961739,0,2,1,1,439,0,1,72,70,64,6,1,0,1,0,18,0,2,0,
user_0075,2026-01-23 14:56:45.035564,0,1,0,3,531,0,2,141,143,106,6,1,0,1,0,18,0,2,0,
user_0159,2026-01-21 11:56:45.145713,1,2,2,7,84,2,1,95,101,310,360,12,5,1,0,20,0,6,1,gps_spoofing
user_0059,2026-01-21 15:56:45.055335,1,1,1,3,404,0,1,125,129,108,25,0,1,1,0,17,0,4,0,
user_0148,2026-01-18 17:56:45.055335,0,2,0,3,682,0,1,103,99,74,4,0,0,1,0,11,0,4,0,
user_0143,2026-01-20 14:56:45.075563,0,2,1,3,653,0,1,117,120,64,24,2,1,1,0,8,0,3,0,
user_0191,2026-01-23 23:56:45.145713,16,3,0,2,14,0,2,59,51,71,8,4,4,0,1,18,0,8,1,account_takeover
user_0174,2026-01-21 11:56:45.145713,2,3,2,3,63,13,8,35,31,42,50,0,2,0,1,22,0,4,1,payment_fraud
user_0176,2026-01-22 13:56:45.145713,2,2,19,35,12,0,4,26,35,82,45,4,0,1,0,6,1,9,1,rapid_booking_fraud
user_0015,2026-01-20 14:56:45.035564,0,1,0,4,438,0,1,80,79,70,12,2,1,1,0,14,0,1,0,
user_0178,2026-01-20 03:56:45.145713,2,3,8,11,12,1,6,27,22,142,36,2,4,1,1,4,1,5,1,rapid_booking_fraud
user_0188,2026-01-23 21:56:45.145713,0,2,3,9,82,11,8,74,82,69,39,4,1,1,0,12,1,8,1,payment_fraud
user_0199,2026-01-21 00:56:45.145713,2,3,6,12,35,13,5,98,105,112,6,2,1,1,0,18,0,7,1,payment_fraud
user_0200,2026-01-19 16:56:45.145713,0,4,18,33,14,3,6,73,64,52,58,3,2,0,0,7,0,9,1,rapid_booking_fraud
user_0039,2026-01-23 21:56:45.035564,0,2,0,1,378,0,1,69,69,99,25,2,0,1,0,7,0,0,0,
user_0193,2026-01-20 13:56:45.145713,11,9,2,6,53,0,1,72,72,110,17,9,4,0,1,3,1,0,1,account_takeover
user_0049,2026-01-20 18:56:45.046283,0,1,0,4,564,0,1,86,85,98,18,0,0,1,0,14,0,1,0,
user_0167,2026-01-20 12:56:45.145713,4,1,6,11,70,10,5,69,68,115,12,3,3,0,0,10,0,1,1,payment_fraud
user_0160,2026-01-19 10:56:45.145713,16,5,0,6,21,0,2,65,56,77,45,3,6,0,1,11,1,9,1,account_takeover
user_0179,2026-01-20 23:56:45.156063,0,2,0,1,188,1,1,297,106,43,11,2,0,1,0,13,0,191,1,mileage_fraud
user_0039,2026-01-20 12:56:45.029485,2,1,1,1,399,0,1,35,37,92,20,0,0,1,0,17,0,2,0,
user_0003,2026-01-19 02:56:45.002922,2,2,1,1,499,1,1,87,87,82,8,0,2,1,0,8,1,0,0,
user_0154,2026-01-25 13:56:45.156063,0,1,2,3,255,0,1,298,119,55,6,2,0,1,0,20,0,179,1,mileage_fraud
user_0090,2026-01-21 12:56:44.985927,0,1,0,1,153,0,1,80,83,57,25,0,0,1,0,12,0,3,0,
user_0066,2026-01-19 18:56:45.035564,1,2,1,3,706,0,1,144,141,95,17,0,0,1,0,10,0,3,0,
user_0115,2026-01-24 12:56:44.957723,0,2,1,1,693,0,1,42,46,87,17,0,0,1,0,10,0,4,0,
user_0014,2026-01-24 21:56:45.066213,0,1,2,1,123,0,2,134,130,106,19,0,0,1,0,9,0,4,0,
user_0193,2026-01-20 12:56:45.145713,12,8,2,1,35,0,2,76,73,65,38,7,8,0,0,8,0,3,1,account_takeover
user_0009,2026-01-23 14:56:44.957723,1,2,0,3,516,1,1,43,41,101,29,0,1,1,0,21,0,2,0,
user_0007,2026-01-20 18:56:45.035564,0,2,0,3,396,0,1,29,29,92,20,1,0,1,0,7,0,0,0,
user_0166,2026-01-21 21:56:45.144627,0,2,4,5,47,7,3,72,79,115,36,0,1,1,0,7,0,7,1,payment_fraud
user_0073,2026-01-22 21:56:45.002922,0,3,0,1,278,0,1,53,57,90,22,1,1,1,0,12,0,4,0,
user_0104,2026-01-19 06:56:45.074542,0,2,2,4,141,0,1,117,118,59,2,0,1,1,0,13,0,1,0,
user_0085,2026-01-22 00:56:45.065605,1,2,1,1,456,0,1,35,36,80,0,0,0,1,0,13,0,1,0,
user_0037,2026-01-19 18:56:45.075563,2,2,1,1,312,1,2,123,124,41,19,0,2,1,0,18,0,1,0,
user_0150,2026-01-21 13:56:45.055335,1,1,0,3,426,0,2,79,76,97,16,0,0,1,0,16,0,3,0,
user_0076,2026-01-18 16:56:45.086145,0,2,1,1,574,0,1,24,25,97,2,2,2,1,0,18,0,1,0,
user_0032,2026-01-23 03:56:45.046283,0,1,0,1,648,0,1,44,48,49,26,0,2,1,0,16,0,4,0,
user_0027,2026-01-20 11:56:45.015553,0,1,0,2,371,0,1,33,28,61,20,2,2,1,0,19,0,5,0,
user_0007,2026-01-22 09:56:45.075563,0,2,1,2,572,0,1,39,37,80,9,0,1,1,0,13,0,2,0,
user_0022,2026-01-19 06:56:44.955704,0,1,0,2,556,0,2,127,127,60,24,1,1,1,0,16,0,0,0,
user_0150,2026-01-22 00:56:45.035564,0,1,0,1,292,0,1,111,111,73,21,0,0,1,0,8,1,0,0,
user_0107,2026-01-25 04:56:44.950153,0,1,0,1,442,0,1,54,56,93,18,1,0,1,0,9,0,2,0,
user_0018,2026-01-19 17:56:44.973713,0,2,1,2,243,0,1,61,61,92,4,0,0,1,0,16,0,0,0,
user_0111,2026-01-19 20:56:45.002922,0,1,1,1,430,0,2,120,120,77,9,1,1,1,0,13,1,0,0,
user_0153,2026-01-24 13:56:45.145713,0,3,2,4,54,2,1,83,85,300,786,11,1,1,1,0,1,2,1,gps_spoofing
user_0135,2026-01-20 08:56:44.966117,0,1,1,4,120,0,1,135,132,62,21,0,0,1,0,10,0,3,0,
user_0118,2026-01-20 19:56:44.969695,1,1,0,3,710,0,1,26,29,97,1,0,1,1,0,15,1,3,0,
user_0169,2026-01-25 08:56:45.155272,14,4,2,1,36,0,2,41,41,92,39,9,12,0,1,3,0,0,1,account_takeover
user_0102,2026-01-23 07:56:45.066213,0,1,2,1,144,0,1,92,92,62,14,0,1,1,0,19,0,0,0,
user_0016,2026-01-20 10:56:44.959731,0,2,1,1,486,1,1,139,134,63,25,0,0,1,0,16,1,5,0,
user_0055,2026-01-21 02:56:45.026456,0,2,2,2,585,0,2,38,36,81,8,0,0,1,0,18,1,2,0,
user_0153,2026-01-19 18:56:45.145713,0,3,7,20,7,0,5,23,26,104,92,2,2,1,1,2,0,3,1,rapid_booking_fraud
user_0084,2026-01-18 19:56:45.029485,1,1,0,1,483,0,1,53,56,55,5,2,0,1,0,22,0,3,0,
user_0164,2026-01-24 06:56:45.145713,1,2,2,1,220,0,1,175,51,103,7,2,0,1,0,19,0,124,1,mileage_fraud
user_0029,2026-01-22 14:56:45.006465,1,2,0,1,179,0,1,148,148,71,21,0,1,1,0,20,0,0,0,
user_0137,2026-01-22 23:56:45.046283,1,2,0,4,666,0,1,74,69,87,26,0,0,1,0,15,0,5,0,
user_0095,2026-01-20 17:56:44.997620,1,3,0,2,672,0,1,22,25,61,10,1,0,1,0,20,1,3,0,
user_0078,2026-01-18 22:56:45.015553,0,1,1,2,275,0,2,110,107,101,16,1,0,1,0,8,0,3,0,
user_0137,2026-01-19 21:56:44.946277,0,3,1,3,436,0,1,21,25,91,1,0,0,1,0,18,0,4,0,
